Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Tryptophan metabolism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP465	20081114113219	21658	L.M.Ferrante, MaintBot, AlexanderPico	95	3620,1573,438,3276,15,4193,4129,1644,38,3028,1892,2639,4967,130013,23498,8942,6999,7166,7453,847,51166,1718,224,9420,125061,316,51366,26,11185,1543,1544,1553,,1571,1588,1545,1576,1562,1572,66002,3033,8854,216,217,223,7337,64320							484-78-6,574-17-4,72-89-9,343-65-7,1022-31-7,120-72-9,879-37-8,73-22-3,95-55-6,608-07-1,1210-83-9,2208-41-5,61-54-1,771-51-7	
