Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Hypertrophy Model	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP516	20081114113231	21764	A.C.Zambon, MaintBot, Derob, Thomas	21	6935,4656,3552,1977,467,3458,11072,8013,9948,3727,3554,3491,2660,1978,7422,3606,102,3475,27063,1839								
